fe173a3116086db614c6f2d332e201afa6adc2ca,2078113,abcat0701002,xbox,2011-10-19 22:02:39.259,2011-10-19 22:01:57.656
7b6fccc2bcc9c262313d0539e2de64036235bb78,8814811,abcat0701002,Red dead redemption soundtrack,2011-08-24 06:04:54.124,2011-08-24 06:03:33.372
f1667e251d9ede023a449e33dc228d2aa0a84507,9540428,abcat0701002,Midnight club la,2011-10-16 17:33:46.304,2011-10-16 17:33:15.736
f4865665f9d8307eed0c514f738328980065f5cc,2977637,abcat0701002,Nba 2k12,2011-10-04 15:17:44.673,2011-10-04 15:17:39.28
5b031eaa644eb936f5e59dbbdc28bf09116f2064,2467129,abcat0701002,Gears of war 3,2011-10-02 08:21:32.911,2011-10-02 08:20:31.295
26eeb09116c3a51dfffe1bcd2f3ef09204a777af,1032361,abcat0701002,need for speed,2011-10-20 00:00:26.797,2011-10-19 23:59:57.831
affe1a5120287a8b46658f06f2bd7ef1974121b2,2173065,abcat0701002,Arkham city,2011-10-17 15:52:15.44,2011-10-17 15:52:06.139
7b559700c0fd66bb3e3c5bd6db6c06dc3e83e1b5,2078113,abcat0701002,xbox,2011-10-19 22:25:22.919,2011-10-19 22:24:52.46
f864bf89e59fb13ba26fb9e1f5a232db6cd35073,2842639,abcat0701002,rage,2011-09-21 16:26:00.907,2011-09-21 16:21:58.913
3725bdfb1f8fcb0ea8b8fad35fe306e32419bce7,2704058,abcat0701002,FIFA,2011-09-30 12:45:55.681,2011-09-30 12:45:14.39
2874ca6864d15a609abdd2b4d6e202dda2f85468,2375195,abcat0701002,madden,2011-10-19 22:43:43.134,2011-10-19 22:42:44.272
c35509f6c971a96ac28fb73b0bc1509a6b49a95c,1251132,abcat0701002,deus ex,2011-10-20 21:30:58.75,2011-10-20 21:30:35.658
4302f5b9a870ef38cbda45e9378d84b05930bc97,1807118,abcat0701002,Fight Night,2011-09-30 20:46:22.449,2011-09-30 20:46:03.002
0a830c7f8ce1de7d8ac536a05499a1e433a7b697,8237302,abcat0701002,ghost recon,2011-10-20 00:09:52.381,2011-10-20 00:09:08.688
a9524323bca65a43549f5506ff85bc61f8f34c8a,1515341,abcat0701002,zumba,2011-10-16 17:10:32.457,2011-10-16 17:09:09
9292c94a63a15da4f1c85ac2f1d5c4542816e434,2856465,abcat0701002,Madden 12 hall of fame edition xbox 360,2011-10-16 14:20:44.696,2011-10-16 14:20:40.044
493d7c1900e606f079ca6c742898eadf7075e34a,2248278,abcat0701002,transformers,2011-10-26 00:47:05.336,2011-10-26 00:46:22.743
7a0f7a93cc44cde09cb97fa9452a70539b116b44,2670133,abcat0701002,Modern warfare 3,2011-10-09 21:37:22.523,2011-10-09 21:37:01.142
ee418d77ff883562888c82795edba354dad25be2,1580049,abcat0701002,Dance central,2011-10-21 13:34:35.064,2011-10-21 13:33:56.563
6ac9ae8c9330cc3861654ade889b9daaf3799a5e,2633103,abcat0701002,Rocksmith,2011-09-25 23:17:47.912,2011-09-25 23:17:39.502
3e29774fa4e05d9cc82920e90d25c9843df5fc0d,2953607,abcat0701002,Pre-order,2011-08-22 00:42:22.689,2011-08-22 00:40:03.16
93c468b37a3c2445a478676a5f91c1ffb29d67f2,9854804,abcat0701002,gears of war 3,2011-09-23 00:58:29.229,2011-09-23 00:57:51.902
6380b3be0ada1b6870473525f5a2842e2a1ae13d,9854804,abcat0701002,xbox 360,2011-10-17 12:50:58.061,2011-10-17 12:50:26.033
b503f09174ad78b315dcd1b9ae02bd1beb74dbaf,9663261,abcat0701002,Mass effect 2,2011-09-05 16:13:49.119,2011-09-05 16:13:43.061
30633363ead5dc7becc5804c5d6052bef03624a9,8438032,abcat0701002,Assassins creed,2011-09-13 03:56:35.595,2011-09-13 03:53:26.681
2369d53826e5158832562398cfd1e8f18c79b674,1228939,abcat0701002,xbox 360,2011-10-06 23:36:08.832,2011-10-06 23:35:56.414
4d0a08a8c0c78959268af3efc2db88b485aebeb3,9854507,abcat0701002,Halo reach,2011-09-18 02:52:38.274,2011-09-18 02:51:47.87
aece347f7c533560297db9a410b3ce024febb9f0,2173065,abcat0701002,Arkram city,2011-10-15 19:26:40.729,2011-10-15 19:25:32.612
958ca8ecc9566040cdb126d0c113b91bca7f061c,2107458,abcat0701002,battlefield 3,2011-09-08 10:20:04.422,2011-09-08 10:19:54.085
891e41abea90a11fc1e0ac485d7332fbdbcacb13,9854804,abcat0701002,Gears of war 3,2011-08-31 03:30:28.855,2011-08-31 03:30:16.665
edb62fe05591080dfb28d1fdfcb090deed9b1016,2977637,abcat0701002,SummerSale_LicensedMerch_20110826,2011-08-27 18:13:37.803,2011-08-27 18:10:35.141
c36fece5b4cfa8e1db9155a595c92c937c2df880,2977637,abcat0701002,xbox360,2011-10-06 22:33:48.196,2011-10-06 22:33:42.174
a4ea7ca04462a848f8ce194dcadf28d52ad680d5,2953607,abcat0701002,Forza 4,2011-10-11 15:46:37.627,2011-10-11 15:46:26.273
7d43df204cbf5579f524f2f41977fbd10f0555c0,1032361,abcat0701002,need for speed,2011-10-26 00:20:36.541,2011-10-26 00:20:14.999
8f90b711173ed4d600ce7e51972629250d7aa716,3046603,abcat0701002,1342081 1342106 1342115 1342124,2011-10-18 16:57:20.16,2011-10-18 16:55:29.262
5a02ea79ddcd59f87760f1a00532a87c9687425a,9984142,abcat0701002,Gears of war 3,2011-10-26 19:57:31.485,2011-10-26 19:54:06.705
a03076507e045edf3c2ceba2a0fa1e4f7ac7abea,1816073,abcat0701002,pirates of the caribbean,2011-10-25 22:44:47.703,2011-10-25 22:44:27.891
7d321ce189da19c71b097c12a71b2e7e0bfdda66,9276473,abcat0701002,Call of duty,2011-09-14 22:47:08.371,2011-09-14 22:43:40.586
7006bf8c365a915d1822584d5874a49f1e10a5e9,2633103,abcat0701002,rocksmith,2011-10-29 21:11:14.636,2011-10-29 21:11:08.617
ec7b17791ffadb7f3f80884eea3c51a75dd34af5,2613542,abcat0701002,Assassins creed revelations,2011-10-16 11:01:48.964,2011-10-16 11:01:03.06
e9c4f99361ca855f070a1fe477087eda933fe667,2432276,abcat0701002,UFC trainer,2011-09-01 21:22:09.673,2011-09-01 21:21:16.227
8c2e4e595f56150363654c106d2cad264cfadad7,2670133,abcat0701002,Mw3 xbox 360,2011-09-08 12:31:44.169,2011-09-08 12:28:20.236
b97aee711d58431d73e4d3070d02402868ce67c5,3244621,abcat0701002,Skyrim,2011-10-06 12:15:46.093,2011-10-06 12:11:31.943
7ffc6268dc7cd728b0b712ba61d4ff0c8c64baf2,2078113,abcat0701002,xbox 360,2011-10-26 00:28:57.033,2011-10-26 00:28:01.736
fda887a4956d29f194deabd6dc229e7ee121654c,2467183,abcat0701002,Gears of war 3,2011-09-23 19:52:41.867,2011-09-23 19:51:58.999
229bb33181b1489bbc5545eb808b7551f2442e69,2173065,abcat0701002,Batman city,2011-09-20 11:09:26.082,2011-09-20 11:09:14.522
69b85432bfd1dd9c6bdf9976c97336f5640202bb,9854668,abcat0701002,xbox 360,2011-10-06 05:48:08.74,2011-10-06 05:45:07.024
c411b86319f377a4509bfcc63209fb54e692d62f,2107458,abcat0701002,Battlefield 3,2011-10-26 13:30:47.339,2011-10-26 13:30:13.394
f344e119efea04d84c4004613797eb9acda24b49,9461183,abcat0701002,Final,2011-10-01 14:28:05.585,2011-10-01 14:27:40.943
0ec92ae765494921106db3758ce0b141b6366926,2467183,abcat0701002,Gears of war 3 epic edition,2011-09-30 22:57:29.588,2011-09-30 22:57:22.637
25ce8b296936833aaebf72ac7bde4c2b09482c7d,2633149,abcat0701002,Rocksmith,2011-10-28 14:08:41.984,2011-10-28 14:06:51.779
d8b7cb090a06a62d4d4a2e2f21b2196970e4efc9,3455398,abcat0701002,xbox 360 elite,2011-10-19 23:23:56.925,2011-10-19 23:23:29.492
817375fb2b633768a105e7641592ca8aee1f6cb5,9854804,abcat0701002,Gears of war 3,2011-09-21 17:05:26.382,2011-09-21 17:05:17.737
2060f3a81611d241fdb28311cffe549cc92ea549,2146641,abcat0701002,Role playing xbox 360,2011-09-25 11:48:31.247,2011-09-25 11:46:04.578
aa1e0bc68427a8d3e94a016ae98b95b96df3a240,9854804,abcat0701002,gears of war 3,2011-08-31 20:03:38.723,2011-08-31 20:03:34.09
54f7023ac1d88e9d60d8fbd3873c1c7bb32116c3,2212043,abcat0701002,Skylanders xbox,2011-10-19 12:29:15.933,2011-10-19 12:26:34.043
284e260fef044d85cf5968e2438e5977e330558e,1011491,abcat0701002,x box connect,2011-09-01 18:22:56.688,2011-09-01 18:18:16.911
518f111356d95c47b817fbf1529b2b3179369506,2704058,abcat0701002,FIFA 12,2011-09-26 22:47:57.049,2011-09-26 22:47:47.42
41762ad1053b2bbb2169281aaa148a6d27260c4e,9902347,abcat0701002,xbox,2011-09-04 17:08:18.523,2011-09-04 17:08:10.902
c8bf6a1a7e3a97e3fc288df4746fb82b5b171689,2977637,abcat0701002,xbox,2011-10-11 18:44:32.719,2011-10-11 18:44:01.149
7b33ec21f51c2aa227a1d6e6b95995bdef995f24,2704058,abcat0701002,fifa 12,2011-09-21 10:41:54.464,2011-09-21 10:41:47.45
6d0fc070202f9456c5d2542803cdf0dfb57e3d79,9854804,abcat0701002,Gears Of War 3,2011-09-19 05:39:40.029,2011-09-19 05:35:30.676
56b0f9c49467aa3d6c454a20e4bf45a5491dda01,9854668,abcat0701002,halo reach legendary,2011-09-25 04:08:46.081,2011-09-25 04:07:40.484
ff36e5b6dee92143986b04b4bc20510febc4399a,2467129,abcat0701002,gears of war 3,2011-09-19 10:07:59.613,2011-09-19 10:07:27.901
