2540079,155
3581907,314
3668336,122
8438032,194
2727253,382
9823696,344
1579138,179
2467129,9
1121355,194
9984142,68
3021387,80
2202037,77
3847419,382
2977637,10
3687063,314
9291232,184
9827204,184
9562957,289
3569363,382
2340293,33
8533848,227
1778119,314
1066515,218
1182175,43
3152127,86
2758119,249
2808872,260
9963729,382
8736601,155
2107458,2
9261746,241
9713872,23
3001046,55
2663112,87
2722027,314
9854786,90
8760398,83
1179963,148
3713035,382
8814811,169
2628429,28
3617087,241
7294661,54
8498609,382
9276473,49
1032361,45
9649243,144
2712876,155
2737083,106
3244621,48
8829707,344
8887644,140
1617038,61
8770868,148
2576068,169
2248278,76
1404133,249
2432142,176
9343347,382
2548405,273
3209295,162
1973042,260
2284728,314
2173065,5
2467183,15
3071408,65
9707935,162
2842757,96
2138398,382
3650503,289
3455185,241
1228993,120
9406243,169
2075383,249
2889044,106
3600554,314
9889193,70
2525293,218
2749041,36
9562261,344
1179927,115
8597556,382
2432276,62
3180602,162
1450317,344
1161734,128
8649714,289
3686213,314
9843708,179
8963936,314
2212043,96
9504431,382
3487029,133
2856517,30
2011559,382
9517748,344
9223501,273
9955514,67
2281794,218
3447104,52
2903172,42
3648174,382
6719688,382
8949365,273
2078113,7
2330703,44
2051131,151
2598445,109
2032076,24
9953959,314
9865018,103
9589956,273
9018537,233
2815178,194
2967045,115
9936089,78
9629647,289
9540428,165
7849894,314
1318437,289
1470129,209
2678578,136
9215814,382
1991044,112
8473608,382
3046603,12
9967476,122
8988018,260
2598588,203
9956073,382
3655492,382
2802508,29
1404415,227
1066233,162
2938114,194
9374134,140
2141045,382
3559384,108
2704058,14
3052119,314
3508275,344
9285686,241
1440189,344
3905186,382
1067848,112
2758085,25
1012721,53
9629301,241
3650045,382
9663261,109
3838112,344
1508787,140
1580049,39
2897091,273
9064077,314
9345559,218
8590562,289
9589313,344
3555951,260
9959853,194
1515341,46
1013666,128
9238336,344
9701377,65
2833031,31
1011831,314
2795128,233
3071602,218
1493639,344
1011067,344
9122683,194
8589244,382
9791723,112
9936195,289
2678108,184
1142357,382
1814093,218
9261014,159
3566857,184
2106238,260
9854507,72
3130065,344
1431386,63
1535718,289
1010544,233
3447362,233
9511432,103
2613542,32
1094401,344
1450556,382
1953203,171
8564564,203
3650081,209
9215333,128
3519923,194
8237302,56
1208753,314
1199284,151
2095189,20
8793326,273
2677215,314
2897055,35
9487067,100
8025816,382
8947768,382
2375195,11
7836737,344
1535584,314
3619085,249
1563392,96
9092563,172
2542262,218
1475036,144
1315528,314
8323593,128
9092206,194
9715591,249
2824158,218
8813313,148
2953607,8
2833095,136
2319319,203
9254255,184
9265038,209
1974315,90
1251132,27
2633158,184
1331217,249
2541184,3
1170735,260
2823826,344
9166742,273
9417179,233
9896071,314
8882701,344
9980886,314
3581961,227
9808306,273
9791614,83
9902347,13
2432045,209
9515937,314
9461183,96
1816073,83
2823899,71
2935092,103
9331591,144
3559471,133
1776209,233
2842639,60
1338089,103
2670133,4
3301256,314
3166581,167
2953816,273
9810374,103
9739989,218
3651035,382
9248833,344
3088387,92
3301556,88
9790751,382
2678241,128
9166797,83
9194999,344
8709203,233
2760575,289
2633103,16
1997154,260
1208486,382
3558579,314
1972826,203
3559505,117
9654087,382
9854668,38
2809529,218
1067948,289
3622159,227
1052221,155
1563461,128
9622501,344
1184298,344
2524106,314
1775051,184
1989198,136
2759181,344
1208344,382
2769488,176
9927328,34
1208468,314
2542914,179
1012876,289
2897116,26
2703101,209
1685052,96
3046066,19
9396833,289
9976899,74
2842775,382
2035692,382
9823769,144
9441712,289
8669657,382
8461915,241
2480232,117
3559578,93
3617069,289
9328943,155
2550207,344
2173135,218
2730972,314
1078792,58
9460736,58
3650391,273
1154546,151
7959042,382
1324987,203
1228939,17
9522634,273
8504353,260
1180061,203
1808056,73
1443131,314
2396097,314
7294616,382
2633149,18
3455398,22
9893348,125
3184908,194
9999169100050027,382
1981099,344
2856544,41
1778076,314
2643215,227
1315467,289
3302121,249
1092494,37
9854804,1
1338007,155
9949037,162
1807118,119
3864082,344
1470147,241
3447468,249
3055161,194
9385809,174
2671044,51
9927373,140
8115906,382
1802089,382
2010435,314
1493444,136
8878609,273
8595763,184
1066551,69
1207275,122
9254111,57
2842602,260
1014064,203
4715623,382
2755149,65
3052076,382
7959033,47
3552327,50
3433032,165
1511584,96
3052094,273
9265387,314
1930151,74
2945052,6
9927451,344
9977237,382
1981345,233
1180104,40
3184753,344
2846098,344
1309041,273
2737171,172
3432088,241
2897073,80
2138219,314
3035168,289
9691527,174
1004622,112
9257083,382
8237259,260
1011491,80
9328809,218
2856465,88
3720071,289
3967307,382
9331644,133
2731025,289
3447113,382
9825676,344
3431061,260
8947205,260
2774101,194
2146641,122
9189415,209
8534204,260
9952004,344
9333544,382
7689138,382
2807036,21
