3581907,368
3668336,105
8438032,216
2727253,368
9823696,368
1579138,180
2467129,10
1121355,191
9984142,65
3021387,92
2202037,72
2977637,9
9291232,191
9827204,200
9562957,296
2340293,35
8533848,216
1778119,275
1066515,216
1182175,46
3152127,105
2758119,257
2808872,275
9963729,368
8736601,148
2107458,2
9261746,275
9713872,23
3001046,55
2663112,92
2722027,327
9854786,103
8760398,81
1179963,127
8814811,200
2628429,30
3617087,226
7294661,61
8498609,327
9276473,49
1032361,44
9649243,122
2712876,141
2737083,108
3244621,43
8829707,327
8887644,141
1617038,63
8770868,127
2576068,158
2248278,82
1404133,275
2432142,173
2548405,296
3209295,168
1973042,208
2284728,257
2173065,5
2467183,15
3071408,69
9707935,158
2842757,98
3650503,257
3455185,240
1228993,151
9406243,180
2724717,368
2075383,296
2889044,87
3838112,368
3600554,368
9889193,71
2525293,226
2749041,41
9562261,327
1179927,141
8597556,368
2432276,63
3180602,158
1450317,327
1161734,116
8649714,275
3686213,296
9843708,200
8963936,327
2212043,101
9504431,368
3487029,113
2856517,24
2011559,368
9517748,327
9223501,240
9955514,60
1142357,368
3447104,52
2903172,38
3648174,368
8949365,257
2078113,7
2330703,42
2051131,151
2598445,95
2032076,26
9953959,368
9865018,92
9589956,275
9018537,216
2815178,180
1989198,141
9936089,73
9540428,173
7849894,275
1318437,296
7959042,327
2678578,135
1991044,110
3046603,12
9967476,110
8988018,296
2598588,216
9956073,327
3655492,327
2802508,28
1404415,208
1066233,166
2938114,226
9374134,141
2141045,368
3559384,113
2704058,14
3052119,327
3508275,275
9285686,296
1440189,327
1067848,127
2758085,25
1012721,50
9629301,257
2138398,327
9663261,116
2833031,31
1508787,148
1580049,34
2897091,257
9064077,327
9345559,208
8590562,327
9589313,327
3555951,275
9959853,168
1515341,48
1013666,135
9238336,296
9701377,58
2737171,168
1011831,327
2795128,240
3071602,226
1493639,327
1011067,368
9122683,173
8589244,368
9791723,98
9936195,327
2678108,226
2281794,185
1814093,257
9261014,158
3566857,200
2106238,226
9854507,78
3130065,327
1431386,70
1535718,257
1010544,208
3447362,240
9511432,92
2613542,32
1228939,17
1450556,368
1953203,163
8564564,180
3650081,191
9854804,1
3519923,180
8237302,54
1208753,296
1199284,151
8878609,257
8793326,257
2677215,296
2897055,37
9487067,85
8025816,327
8947768,368
2731025,296
7836737,296
1535584,368
3619085,240
1563392,98
9092563,185
2542262,216
8321737,327
1475036,145
1315528,296
8323593,131
9092206,240
9715591,226
2824158,208
8813313,127
2953607,8
2833095,148
2319319,200
9254255,191
9265038,185
1974315,103
1251132,28
2633158,191
1331217,240
2541184,3
1170735,226
2823826,368
9166742,327
9417179,257
9896071,368
8882701,327
9980886,327
3581961,200
9808306,275
9791614,82
9902347,13
2432045,208
9515937,296
9461183,101
1816073,78
2823899,67
2935092,122
9331591,145
3559471,116
9390358,368
1776209,216
2842639,61
1338089,108
2670133,4
3301256,296
3166581,173
2953816,275
9810374,101
9739989,216
3651035,368
9248833,327
3088387,113
3301556,88
2678241,119
9166797,80
9194999,368
8709203,257
2760575,257
2633103,16
1997154,240
1208486,368
3558579,327
1972826,191
3559505,131
9654087,368
9854668,36
2809529,257
1067948,275
3622159,226
1052221,185
1563461,135
9622501,296
1184298,327
2524106,296
1775051,154
2967045,127
2759181,327
2769488,158
9927328,33
2542914,180
1012876,296
2897116,27
2703101,257
1685052,88
3046066,19
2540079,163
9976899,75
9823769,135
2565493,368
9441712,275
8669657,368
8461915,257
2480232,122
3559578,85
3617069,327
9328943,158
2173135,240
2730972,296
1078792,58
9460736,56
3650391,296
1154546,154
1470129,208
1324987,208
1208468,327
9522634,327
8504353,327
1180061,191
2722585,368
1808056,74
2396097,275
2633149,18
3455398,22
9893348,127
3184908,200
9999169100050027,368
1981099,327
2856544,40
1778076,327
2643215,226
1315467,226
3302121,296
1092494,38
9215333,116
1338007,151
9949037,163
1807118,127
3864082,327
1470147,240
3447468,296
3055161,173
9385809,163
2671044,52
9927373,180
1802089,368
2010435,296
1493444,135
8595763,191
1066551,66
1207275,119
9254111,56
2842602,257
1014064,226
4715623,368
2755149,67
3052076,368
7959033,47
3552327,52
3433032,168
1511584,95
3052094,296
9396833,368
9265387,327
1930151,78
2945052,6
9927451,368
1981345,257
3569062,368
1180104,44
3184753,368
2846098,368
8534204,240
3432088,240
2897073,75
2138219,275
3035168,240
9691527,173
1004622,108
8237259,257
1011491,85
9328809,240
2856465,92
3720071,275
3967307,368
9331644,141
2375195,11
3447113,368
9825676,327
3431061,240
8947205,275
2774101,200
2146641,135
2095189,20
9189415,200
1309041,275
9952004,368
9333544,368
7689138,368
2807036,21
