13f37ac15e64aac8cde6ef0b0bca90bd4c1996ea,abcat0701002,kce400,2011-09-25 11:06:30.391,2011-09-25 11:02:52.047
a16a2578290446a673e2f77087ea246190d7783c,abcat0701002,Xbox 360 games,2011-09-25 15:52:14.171,2011-09-25 15:49:06.616
b961548b6c67f7dc63a88d060a0d10febd53885c,abcat0701002,grand theft auto,2011-10-25 23:34:47.957,2011-10-25 23:34:01.481
30737a4fb0a10513380a2de21f2988b11ad013ea,abcat0701002,Rocksmith,2011-10-25 16:51:03.493,2011-10-25 16:47:19.616
f38a66cfb597ac3556fd6d683260540cd92dfcb7,abcat0701002,20110801_GOW3,2011-09-18 13:40:06.824,2011-09-18 13:39:54.941
5dca158920ec95a0c2b5007f015d3d88185bac98,abcat0701002,NBA 2k12,2011-10-06 03:04:08.866,2011-10-06 03:03:51.147
57b430d285b74eec2b47d3a6fd9a76d808a169b3,abcat0701002,Madden 12,2011-08-29 23:25:55.92,2011-08-29 23:25:05.604
eceb2a448e57d8d373ed06d654bb772c54ec73ec,abcat0701002,batmam arkam city,2011-10-03 07:00:43.548,2011-10-03 06:59:22.792
f62de94b3e803651cadbedbd15456b1991c1be5c,abcat0701002,Gears of war 3,2011-09-20 06:26:26.314,2011-09-20 06:24:56.996
e893e8f28a7fce53429e1bc0f548736d6b0fbf2d,abcat0701002,FIFA 12,2011-08-20 17:06:27.741,2011-08-20 17:06:18.338
58d73d2ba30db95adb16f08d232cb6644827dea9,abcat0701002,dead island,2011-09-27 08:31:53.418,2011-09-27 08:31:47.581
956b7419f6b10e9fa9dcdc89295c168f6d65a516,abcat0701002,Gears of war 3,2011-09-06 21:27:04.328,2011-09-06 21:26:47.399
a1628f756950765dd38b3ecf59d477863d89538c,abcat0701002,madden nfl 12,2011-08-29 15:28:21.466,2011-08-29 15:27:54.405
49b6ab8371227afbb051df5521af8811517dc6ee,abcat0701002,FIFA 12,2011-09-14 17:52:45.811,2011-09-14 17:52:38.911
f2b80f94bbef8a6fe38d84641ab329c5d880849c,abcat0701002,call of duty,2011-09-07 20:02:16.756,2011-09-07 20:01:16.826
30089b745d1669e719c14cceb72c1132f0e9109e,abcat0701002,Dead island,2011-09-17 15:56:33.456,2011-09-17 15:56:24.07
d370acc57f76ca388a7a34011d587ff76679f8d7,abcat0701002,driver,2011-08-31 15:57:51.801,2011-08-31 15:57:37.332
aa8162d7d96dbabd442a3c7ec9efd756756e70f5,abcat0701002,Dead island,2011-09-11 22:46:22.668,2011-09-11 22:45:55.033
f9a17cda9d3bff667bf1ea27de309b69dfc1051c,abcat0701002,Forza motorsport 4,2011-09-29 13:00:59.612,2011-09-29 13:00:45.522
14bea37dc8483e974e48111ed7949d1e1fa6b63b,abcat0701002,Rocksmith,2011-10-27 14:00:55.03,2011-10-27 14:00:39.015
97fbda320bf8e0353cf60df6e985fcd5ed605773,abcat0701002,star wars 360,2011-09-10 16:09:29.34,2011-09-10 16:08:28.356
