c7b5d14e78d297674358dfbd713ac1565f65d5fc,2670133,abcat0701002,Mw3,2011-10-16 14:10:37.81,2011-10-16 14:10:23.414
74c0667ffeded47d52da739b6d117777bf0f4d98,3301556,abcat0701002,f1 2011,2011-09-26 22:18:27.749,2011-09-26 22:18:17.576
a64cbf8ef1fd05b920aa4907feb69f7ac686789c,1161734,abcat0701002,NBA,2011-08-31 04:30:35.186,2011-08-31 04:27:50.397
de75f2594befdc4206385c8d3b4842b35805bed3,2330703,abcat0701002,saints row 3,2011-09-16 14:33:35.996,2011-09-16 14:33:19.033
9fdf1c192fc52c50bea33919b7161d7e729feaf4,2670133,abcat0701002,Modern warfare 3,2011-09-17 12:49:32.787,2011-09-17 12:49:19.953
dbd76e881b3789824b6907098af29a5d60a272ba,3001046,abcat0701002,gaming computers,2011-10-23 09:18:10.481,2011-10-23 09:15:06.783
9008580324878b72d5a9d5b1594b32e4e60f161d,2173065,abcat0701002,Arkham city,2011-10-14 19:58:41.212,2011-10-14 19:58:34.693
d515616ea09d8285279cd4e851722fcc42e9777b,2897116,abcat0701002,Kinect,2011-08-19 10:54:32.91,2011-08-19 10:53:26.21
5b163be6a7a043ec74b9c6da8c19ab471807a231,2945052,abcat0701002,Mw3 hardened edition,2011-10-27 21:07:29.747,2011-10-27 21:07:19.953
f8508ab7ba95981659c501db53f7b382e73d60cf,9854804,abcat0701002,gears of war 3,2011-09-21 06:05:47.717,2011-09-21 06:03:41.034
912edcac50aa00f02b8f6b6e39366d92a099eb68,2375195,abcat0701002,madden,2011-10-18 12:28:21.861,2011-10-18 12:27:50.86
1d7804fa1e91c0a057d8c883c4f2bb344d40fc79,9854804,abcat0701002,gears of war 3,2011-08-14 15:06:57.536,2011-08-14 15:03:49.059
0635334e9bbab16c879c8d02fd11e0ce7037ad20,1092494,abcat0701002,Driver San Fran,2011-09-10 12:17:03.771,2011-09-10 12:16:45.873
bf230864ccaa50afac34fe864f8653a0b6e25ed0,2078113,abcat0701002,xbox360,2011-10-26 00:56:07.06,2011-10-26 00:55:27.808
581d6836314eaf364da237884ecb47dcc45d2916,9854804,abcat0701002,Gears of war,2011-09-22 11:33:06.671,2011-09-22 11:33:02.182
7f1fe23565389d01acf71d6c15d5621c0bd0a667,2107458,abcat0701002,battlefield,2011-10-06 23:26:05.021,2011-10-06 23:25:38.719
902c34e2c2aa05f0e5cd04e8b9c69c9507883aa5,3046603,abcat0701002,Batman arkham city,2011-09-30 04:18:27.183,2011-09-30 04:17:42.005
09006e5db04c297d283485acdc7c5bc8c762c33f,3046066,abcat0701002,Rock Band kit,2011-10-20 20:46:56.76,2011-10-20 20:45:24.496
